lote_id,fecha_inicio,fecha_fin,actividad,area,duracion_min,rendimiento_kg,humedad_pct,defectos_kg,motivo_parada,operadores,notas
L-1058,2025-10-20T09:44:55.296317,2025-10-20T10:03:55.296317,Control-Materia-Prima,Acondicionamiento,19,1107,12.28,0,,6,
L-1058,2025-10-20T10:47:55.296317,2025-10-20T11:26:55.296317,Preparacion-Alimentacion-Molinos,Molienda,39,965,12.86,0,,3,
L-1058,2025-10-20T12:05:55.296317,2025-10-20T13:56:55.296317,Molienda,Molienda,111,974,12.3,0,,5,
L-1058,2025-10-20T14:47:55.296317,2025-10-20T15:07:55.296317,Control-Calidad-Molienda,Molienda,20,944,11.47,0,,2,
L-1058,2025-10-20T15:41:55.296317,2025-10-20T17:39:55.296317,Preparacion-Dosificacion,Envasado,118,866,10.16,0,atasco,1,
L-1058,2025-10-20T17:54:55.296317,2025-10-20T18:23:55.296317,Sellado-Etiquetado,Envasado,29,813,12.05,0,,3,
L-1059,2025-10-10T13:10:55.296317,2025-10-10T14:28:55.296317,Limpieza,Acondicionamiento,78,1087,11.39,0,calibracion,6,
L-1059,2025-10-10T14:37:55.296317,2025-10-10T15:01:55.296317,Control-Materia-Prima,Acondicionamiento,24,984,18.77,0,,6,Humedad alta
L-1059,2025-10-10T15:29:55.296317,2025-10-10T16:24:55.296317,Preparacion-Alimentacion-Molinos,Molienda,55,994,12.73,0,,2,
L-1059,2025-10-10T16:43:55.296317,2025-10-10T20:00:55.296317,Molienda,Molienda,197,899,11.82,0,mantenimiento,4,
L-1059,2025-10-10T20:29:55.296317,2025-10-10T20:55:55.296317,Control-Calidad-Molienda,Molienda,26,880,12.65,0,,5,
L-1059,2025-10-10T21:14:55.296317,2025-10-10T21:33:55.296317,Preparacion-Dosificacion,Envasado,19,852,14.33,0,,1,
L-1059,2025-10-10T22:14:55.296317,2025-10-10T22:45:55.296317,Sellado-Etiquetado,Envasado,31,921,13.28,0,,4,
L-1060,2025-10-14T19:00:55.296317,2025-10-14T19:28:55.296317,Limpieza,Acondicionamiento,28,1080,8.79,0,,5,
L-1060,2025-10-14T19:33:55.296317,2025-10-14T19:51:55.296317,Control-Materia-Prima,Acondicionamiento,18,1042,12.88,0,,5,
L-1060,2025-10-14T20:45:55.296317,2025-10-14T21:21:55.296317,Preparacion-Alimentacion-Molinos,Molienda,36,967,8.0,0,,3,
L-1060,2025-10-14T21:26:55.296317,2025-10-14T23:38:55.296317,Molienda,Molienda,132,894,8.57,0,falla_electrica,5,
L-1060,2025-10-15T00:37:55.296317,2025-10-15T01:00:55.296317,Control-Calidad-Molienda,Molienda,23,895,9.86,0,,5,
L-1060,2025-10-15T01:36:55.296317,2025-10-15T02:02:55.296317,Preparacion-Dosificacion,Envasado,26,840,13.27,0,,4,
L-1060,2025-10-15T02:51:55.296317,2025-10-15T03:28:55.296317,Sellado-Etiquetado,Envasado,37,923,10.31,0,,2,
L-1061,2025-10-11T13:44:55.296317,2025-10-11T14:18:55.296317,Limpieza,Acondicionamiento,34,1041,8.0,0,,4,
L-1061,2025-10-11T15:14:55.296317,2025-10-11T15:36:55.296317,Control-Materia-Prima,Acondicionamiento,22,896,14.94,0,,3,
L-1061,2025-10-11T15:45:55.296317,2025-10-11T16:32:55.296317,Preparacion-Alimentacion-Molinos,Molienda,47,937,12.15,0,,4,
L-1061,2025-10-11T17:03:55.296317,2025-10-11T18:56:55.296317,Molienda,Molienda,113,943,13.62,0,,5,
L-1061,2025-10-11T19:17:55.296317,2025-10-11T19:42:55.296317,Control-Calidad-Molienda,Molienda,25,878,12.75,0,,3,
L-1061,2025-10-11T20:40:55.296317,2025-10-11T20:58:55.296317,Preparacion-Dosificacion,Envasado,18,901,10.89,0,,4,
L-1061,2025-10-11T21:35:55.296317,2025-10-11T22:13:55.296317,Sellado-Etiquetado,Envasado,38,885,12.66,0,,2,
L-1062,2025-10-14T15:40:55.296317,2025-10-14T16:07:55.296317,Limpieza,Acondicionamiento,27,1099,14.65,0,,3,
L-1062,2025-10-14T16:20:55.296317,2025-10-14T16:40:55.296317,Control-Materia-Prima,Acondicionamiento,20,1067,9.71,0,,2,
L-1062,2025-10-14T16:46:55.296317,2025-10-14T17:19:55.296317,Preparacion-Alimentacion-Molinos,Molienda,33,994,11.97,0,,2,
L-1062,2025-10-14T18:18:55.296317,2025-10-14T20:24:55.296317,Molienda,Molienda,126,850,14.68,0,,5,
L-1062,2025-10-14T21:00:55.296317,2025-10-14T21:25:55.296317,Control-Calidad-Molienda,Molienda,25,993,12.7,0,,3,
L-1062,2025-10-14T21:47:55.296317,2025-10-14T22:06:55.296317,Preparacion-Dosificacion,Envasado,19,1005,15.39,0,,4,Humedad alta
L-1062,2025-10-14T22:46:55.296317,2025-10-14T23:22:55.296317,Sellado-Etiquetado,Envasado,36,844,12.14,0,,2,
L-1063,2025-10-18T08:49:55.296317,2025-10-18T09:22:55.296317,Limpieza,Acondicionamiento,33,797,12.47,0,,6,
L-1063,2025-10-18T09:59:55.296317,2025-10-18T10:16:55.296317,Control-Materia-Prima,Acondicionamiento,17,975,13.79,0,,2,
L-1063,2025-10-18T11:12:55.296317,2025-10-18T11:57:55.296317,Preparacion-Alimentacion-Molinos,Molienda,45,927,15.07,0,,3,Humedad alta
L-1063,2025-10-18T12:08:55.296317,2025-10-18T14:07:55.296317,Molienda,Molienda,119,900,13.86,0,,2,
L-1063,2025-10-18T15:00:55.296317,2025-10-18T15:27:55.296317,Control-Calidad-Molienda,Molienda,27,898,14.55,0,,3,
L-1063,2025-10-18T15:43:55.296317,2025-10-18T15:59:55.296317,Preparacion-Dosificacion,Envasado,16,884,14.18,0,,1,
L-1063,2025-10-18T16:49:55.296317,2025-10-18T17:20:55.296317,Sellado-Etiquetado,Envasado,31,729,9.04,0,,4,
L-1064,2025-10-07T16:34:55.296317,2025-10-07T17:02:55.296317,Limpieza,Acondicionamiento,28,1008,12.62,0,,2,
L-1064,2025-10-07T17:40:55.296317,2025-10-07T17:57:55.296317,Control-Materia-Prima,Acondicionamiento,17,1008,8.59,0,,4,
L-1064,2025-10-07T18:05:55.296317,2025-10-07T18:43:55.296317,Preparacion-Alimentacion-Molinos,Molienda,38,1037,12.46,0,,6,
L-1064,2025-10-07T19:43:55.296317,2025-10-07T21:39:55.296317,Molienda,Molienda,116,918,10.96,0,,4,
L-1064,2025-10-07T21:52:55.296317,2025-10-07T22:12:55.296317,Control-Calidad-Molienda,Molienda,20,1001,11.39,0,,5,
L-1064,2025-10-07T22:58:55.296317,2025-10-07T23:16:55.296317,Preparacion-Dosificacion,Envasado,18,968,8.0,0,,2,
L-1064,2025-10-07T23:45:55.296317,2025-10-08T00:16:55.296317,Sellado-Etiquetado,Envasado,31,837,15.58,0,,4,Humedad alta
L-1065,2025-10-19T10:50:55.296317,2025-10-19T11:24:55.296317,Limpieza,Acondicionamiento,34,1019,17.76,0,,5,Humedad alta
L-1065,2025-10-19T11:38:55.296317,2025-10-19T11:55:55.296317,Control-Materia-Prima,Acondicionamiento,17,986,12.88,0,,2,
L-1065,2025-10-19T12:52:55.296317,2025-10-19T13:35:55.296317,Preparacion-Alimentacion-Molinos,Molienda,43,858,14.06,0,,2,
L-1065,2025-10-19T14:02:55.296317,2025-10-19T15:51:55.296317,Molienda,Molienda,109,898,13.19,68,,3,Defectos detectados
L-1065,2025-10-19T16:22:55.296317,2025-10-19T16:44:55.296317,Control-Calidad-Molienda,Molienda,22,902,10.89,0,,3,
L-1065,2025-10-19T16:59:55.296317,2025-10-19T17:41:55.296317,Preparacion-Dosificacion,Envasado,42,774,13.35,0,falla_electrica,1,
L-1065,2025-10-19T18:07:55.296317,2025-10-19T18:43:55.296317,Sellado-Etiquetado,Envasado,36,921,11.64,0,,4,
L-1066,2025-09-25T00:51:55.296317,2025-09-25T01:16:55.296317,Limpieza,Acondicionamiento,25,907,13.52,0,,2,
L-1066,2025-09-25T01:27:55.296317,2025-09-25T01:43:55.296317,Control-Materia-Prima,Acondicionamiento,16,1165,9.32,0,,4,
L-1066,2025-09-25T02:07:55.296317,2025-09-25T02:55:55.296317,Preparacion-Alimentacion-Molinos,Molienda,48,951,12.8,0,,3,
L-1066,2025-09-25T03:03:55.296317,2025-09-25T04:53:55.296317,Molienda,Molienda,110,951,10.98,0,,2,
L-1066,2025-09-25T05:11:55.296317,2025-09-25T05:40:55.296317,Control-Calidad-Molienda,Molienda,29,924,13.83,0,,4,
L-1066,2025-09-25T06:35:55.296317,2025-09-25T06:52:55.296317,Preparacion-Dosificacion,Envasado,17,922,11.42,0,,4,
L-1066,2025-09-25T07:20:55.296317,2025-09-25T07:53:55.296317,Sellado-Etiquetado,Envasado,33,877,12.7,0,,3,
L-1067,2025-09-26T10:19:55.296317,2025-09-26T10:52:55.296317,Limpieza,Acondicionamiento,33,1087,15.05,0,,6,Humedad alta
L-1067,2025-09-26T11:11:55.296317,2025-09-26T11:33:55.296317,Control-Materia-Prima,Acondicionamiento,22,873,10.42,0,,6,
L-1067,2025-09-26T12:21:55.296317,2025-09-26T13:10:55.296317,Preparacion-Alimentacion-Molinos,Molienda,49,893,14.09,0,,2,
L-1067,2025-09-26T13:47:55.296317,2025-09-26T15:35:55.296317,Molienda,Molienda,108,831,10.7,0,,3,
L-1067,2025-09-26T15:47:55.296317,2025-09-26T16:15:55.296317,Control-Calidad-Molienda,Molienda,28,878,13.44,0,,2,
L-1067,2025-09-26T16:47:55.296317,2025-09-26T17:06:55.296317,Preparacion-Dosificacion,Envasado,19,962,13.79,0,,2,
L-1067,2025-09-26T18:04:55.296317,2025-09-26T18:35:55.296317,Sellado-Etiquetado,Envasado,31,839,11.35,0,,3,
L-1068,2025-10-06T04:41:55.296317,2025-10-06T05:04:55.296317,Limpieza,Acondicionamiento,23,844,11.31,96,,5,Defectos detectados
L-1068,2025-10-06T05:16:55.296317,2025-10-06T05:34:55.296317,Control-Materia-Prima,Acondicionamiento,18,1020,8.41,0,,6,
L-1068,2025-10-06T06:28:55.296317,2025-10-06T07:08:55.296317,Preparacion-Alimentacion-Molinos,Molienda,40,993,13.22,0,,5,
L-1068,2025-10-06T07:29:55.296317,2025-10-06T09:16:55.296317,Molienda,Molienda,107,948,11.46,0,,6,
L-1068,2025-10-06T10:04:55.296317,2025-10-06T10:28:55.296317,Control-Calidad-Molienda,Molienda,24,893,11.34,0,,3,
L-1068,2025-10-06T10:36:55.296317,2025-10-06T10:55:55.296317,Preparacion-Dosificacion,Envasado,19,741,12.4,0,,3,
L-1068,2025-10-06T11:53:55.296317,2025-10-06T12:27:55.296317,Sellado-Etiquetado,Envasado,34,776,12.2,0,,2,
L-1069,2025-10-13T18:59:55.296317,2025-10-13T19:29:55.296317,Limpieza,Acondicionamiento,30,939,11.55,0,,5,
L-1069,2025-10-13T20:21:55.296317,2025-10-13T20:37:55.296317,Control-Materia-Prima,Acondicionamiento,16,916,12.29,0,,3,
L-1069,2025-10-13T20:46:55.296317,2025-10-13T23:24:55.296317,Preparacion-Alimentacion-Molinos,Molienda,158,1023,15.21,0,atasco,3,Humedad alta
L-1069,2025-10-14T00:22:55.296317,2025-10-14T02:43:55.296317,Molienda,Molienda,141,915,12.23,0,,3,
L-1069,2025-10-14T03:05:55.296317,2025-10-14T03:27:55.296317,Control-Calidad-Molienda,Molienda,22,951,8.0,0,,5,
L-1069,2025-10-14T04:10:55.296317,2025-10-14T04:33:55.296317,Preparacion-Dosificacion,Envasado,23,732,14.11,0,,3,
L-1069,2025-10-14T04:48:55.296317,2025-10-14T05:24:55.296317,Sellado-Etiquetado,Envasado,36,829,12.53,0,,2,
L-1070,2025-10-03T16:46:55.296317,2025-10-03T17:14:55.296317,Limpieza,Acondicionamiento,28,936,8.99,0,,2,
L-1070,2025-10-03T18:14:55.296317,2025-10-03T18:34:55.296317,Control-Materia-Prima,Acondicionamiento,20,882,17.5,0,,2,Humedad alta
L-1070,2025-10-03T18:53:55.296317,2025-10-03T19:38:55.296317,Preparacion-Alimentacion-Molinos,Molienda,45,948,16.52,0,,4,Humedad alta
L-1070,2025-10-03T20:10:55.296317,2025-10-03T22:32:55.296317,Molienda,Molienda,142,824,10.3,0,,6,
L-1070,2025-10-03T23:02:55.296317,2025-10-03T23:27:55.296317,Control-Calidad-Molienda,Molienda,25,893,11.85,0,,4,
L-1070,2025-10-04T00:07:55.296317,2025-10-04T00:25:55.296317,Preparacion-Dosificacion,Envasado,18,812,11.64,0,,3,
L-1070,2025-10-04T01:25:55.296317,2025-10-04T02:01:55.296317,Sellado-Etiquetado,Envasado,36,855,15.6,0,,2,Humedad alta
L-1071,2025-10-17T04:01:55.296317,2025-10-17T04:31:55.296317,Limpieza,Acondicionamiento,30,850,13.54,0,,3,
L-1071,2025-10-17T05:22:55.296317,2025-10-17T05:37:55.296317,Control-Materia-Prima,Acondicionamiento,15,1081,12.47,0,,5,
L-1071,2025-10-17T06:06:55.296317,2025-10-17T06:50:55.296317,Preparacion-Alimentacion-Molinos,Molienda,44,862,16.6,0,,6,Humedad alta
L-1071,2025-10-17T07:35:55.296317,2025-10-17T09:34:55.296317,Molienda,Molienda,119,929,8.0,0,,3,
L-1071,2025-10-17T10:32:55.296317,2025-10-17T10:54:55.296317,Control-Calidad-Molienda,Molienda,22,832,11.23,0,,6,
L-1071,2025-10-17T11:47:55.296317,2025-10-17T12:09:55.296317,Preparacion-Dosificacion,Envasado,22,1007,8.84,0,,2,
L-1071,2025-10-17T12:36:55.296317,2025-10-17T13:12:55.296317,Sellado-Etiquetado,Envasado,36,991,8.0,0,,4,
L-1072,2025-09-28T23:38:55.296317,2025-09-29T00:11:55.296317,Limpieza,Acondicionamiento,33,861,12.92,0,,2,
L-1072,2025-09-29T00:46:55.296317,2025-09-29T01:08:55.296317,Control-Materia-Prima,Acondicionamiento,22,947,13.65,0,,3,
L-1072,2025-09-29T01:21:55.296317,2025-09-29T02:02:55.296317,Preparacion-Alimentacion-Molinos,Molienda,41,1010,11.89,0,,5,
L-1072,2025-09-29T02:16:55.296317,2025-09-29T04:06:55.296317,Molienda,Molienda,110,991,12.52,0,,2,
L-1072,2025-09-29T04:11:55.296317,2025-09-29T04:32:55.296317,Control-Calidad-Molienda,Molienda,21,858,12.51,0,,3,
L-1072,2025-09-29T05:08:55.296317,2025-09-29T05:28:55.296317,Preparacion-Dosificacion,Envasado,20,775,13.83,0,,4,
L-1072,2025-09-29T05:57:55.296317,2025-09-29T06:35:55.296317,Sellado-Etiquetado,Envasado,38,945,12.09,0,,3,
L-1073,2025-10-17T19:01:55.296317,2025-10-17T19:32:55.296317,Limpieza,Acondicionamiento,31,1097,10.68,0,,3,
L-1073,2025-10-17T19:43:55.296317,2025-10-17T20:01:55.296317,Control-Materia-Prima,Acondicionamiento,18,930,14.23,0,,4,
L-1073,2025-10-17T20:24:55.296317,2025-10-17T21:02:55.296317,Preparacion-Alimentacion-Molinos,Molienda,38,972,9.36,0,,5,
L-1073,2025-10-17T21:29:55.296317,2025-10-17T23:26:55.296317,Molienda,Molienda,117,900,10.5,0,,2,
L-1073,2025-10-17T23:45:55.296317,2025-10-18T00:11:55.296317,Control-Calidad-Molienda,Molienda,26,1080,12.13,0,,2,
L-1073,2025-10-18T00:40:55.296317,2025-10-18T01:00:55.296317,Preparacion-Dosificacion,Envasado,20,913,10.65,0,,1,
L-1073,2025-10-18T01:47:55.296317,2025-10-18T02:28:55.296317,Sellado-Etiquetado,Envasado,41,942,13.18,0,,3,
L-1074,2025-09-30T14:15:55.296317,2025-09-30T14:45:55.296317,Limpieza,Acondicionamiento,30,1029,15.66,82,,6,Humedad alta; Defectos detectados
L-1074,2025-09-30T15:07:55.296317,2025-09-30T15:24:55.296317,Control-Materia-Prima,Acondicionamiento,17,924,8.0,0,,4,
L-1074,2025-09-30T15:36:55.296317,2025-09-30T16:26:55.296317,Preparacion-Alimentacion-Molinos,Molienda,50,966,9.14,0,,6,
L-1074,2025-09-30T16:43:55.296317,2025-09-30T18:33:55.296317,Molienda,Molienda,110,950,13.68,0,,5,
L-1074,2025-09-30T18:59:55.296317,2025-09-30T19:27:55.296317,Control-Calidad-Molienda,Molienda,28,900,12.4,0,,6,
L-1074,2025-09-30T20:14:55.296317,2025-09-30T20:28:55.296317,Preparacion-Dosificacion,Envasado,14,885,12.18,0,,2,
L-1074,2025-09-30T21:02:55.296317,2025-09-30T21:35:55.296317,Sellado-Etiquetado,Envasado,33,920,11.85,0,,2,
L-1075,2025-09-25T10:05:55.296317,2025-09-25T10:37:55.296317,Limpieza,Acondicionamiento,32,947,10.83,0,,2,
L-1075,2025-09-25T10:42:55.296317,2025-09-25T10:59:55.296317,Control-Materia-Prima,Acondicionamiento,17,1061,9.04,0,,5,
L-1075,2025-09-25T11:43:55.296317,2025-09-25T12:26:55.296317,Preparacion-Alimentacion-Molinos,Molienda,43,1057,10.4,0,,5,
L-1075,2025-09-25T12:48:55.296317,2025-09-25T14:57:55.296317,Molienda,Molienda,129,949,8.72,0,,3,
L-1075,2025-09-25T15:09:55.296317,2025-09-25T15:37:55.296317,Control-Calidad-Molienda,Molienda,28,975,16.79,0,,5,Humedad alta
L-1075,2025-09-25T16:33:55.296317,2025-09-25T16:52:55.296317,Preparacion-Dosificacion,Envasado,19,819,10.87,0,,1,
L-1075,2025-09-25T17:52:55.296317,2025-09-25T18:23:55.296317,Sellado-Etiquetado,Envasado,31,763,13.3,0,,4,
L-1076,2025-09-25T17:12:55.296317,2025-09-25T17:41:55.296317,Limpieza,Acondicionamiento,29,1094,13.41,146,,6,Defectos detectados
L-1076,2025-09-25T18:32:55.296317,2025-09-25T18:45:55.296317,Control-Materia-Prima,Acondicionamiento,13,923,10.9,0,,2,
L-1076,2025-09-25T19:17:55.296317,2025-09-25T19:57:55.296317,Preparacion-Alimentacion-Molinos,Molienda,40,923,10.39,0,,5,
L-1076,2025-09-25T20:11:55.296317,2025-09-25T22:20:55.296317,Molienda,Molienda,129,831,12.84,0,,5,
L-1076,2025-09-25T23:19:55.296317,2025-09-25T23:43:55.296317,Control-Calidad-Molienda,Molienda,24,862,12.04,0,,4,
L-1076,2025-09-26T00:05:55.296317,2025-09-26T00:26:55.296317,Preparacion-Dosificacion,Envasado,21,893,10.42,0,,4,
L-1076,2025-09-26T00:36:55.296317,2025-09-26T01:07:55.296317,Sellado-Etiquetado,Envasado,31,911,9.87,0,,1,
L-1077,2025-10-11T23:39:55.296317,2025-10-12T00:05:55.296317,Limpieza,Acondicionamiento,26,1046,13.09,0,,4,
L-1077,2025-10-12T00:42:55.296317,2025-10-12T01:02:55.296317,Control-Materia-Prima,Acondicionamiento,20,905,10.61,0,,2,
L-1077,2025-10-12T01:59:55.296317,2025-10-12T02:45:55.296317,Preparacion-Alimentacion-Molinos,Molienda,46,1022,8.77,0,,5,
L-1077,2025-10-12T02:57:55.296317,2025-10-12T04:49:55.296317,Molienda,Molienda,112,975,14.11,70,,4,Defectos detectados
L-1077,2025-10-12T05:29:55.296317,2025-10-12T05:49:55.296317,Control-Calidad-Molienda,Molienda,20,886,13.44,0,,5,
L-1077,2025-10-12T06:00:55.296317,2025-10-12T06:20:55.296317,Preparacion-Dosificacion,Envasado,20,878,13.65,0,,2,
L-1077,2025-10-12T06:54:55.296317,2025-10-12T07:30:55.296317,Sellado-Etiquetado,Envasado,36,834,9.79,0,,1,
L-1078,2025-10-14T03:04:55.296317,2025-10-14T03:39:55.296317,Limpieza,Acondicionamiento,35,909,12.88,0,,2,
L-1078,2025-10-14T04:17:55.296317,2025-10-14T04:36:55.296317,Control-Materia-Prima,Acondicionamiento,19,911,8.97,0,,3,
L-1078,2025-10-14T05:25:55.296317,2025-10-14T06:12:55.296317,Preparacion-Alimentacion-Molinos,Molienda,47,855,10.08,0,,6,
L-1078,2025-10-14T06:55:55.296317,2025-10-14T09:07:55.296317,Molienda,Molienda,132,849,8.0,0,,4,
L-1078,2025-10-14T09:37:55.296317,2025-10-14T10:07:55.296317,Control-Calidad-Molienda,Molienda,30,1062,10.5,0,,5,
L-1078,2025-10-14T10:50:55.296317,2025-10-14T11:08:55.296317,Preparacion-Dosificacion,Envasado,18,782,10.82,0,,2,
L-1078,2025-10-14T11:25:55.296317,2025-10-14T12:06:55.296317,Sellado-Etiquetado,Envasado,41,894,15.83,0,,2,Humedad alta
L-1079,2025-10-01T17:13:55.296317,2025-10-01T17:37:55.296317,Limpieza,Acondicionamiento,24,997,11.46,0,,6,
L-1079,2025-10-01T18:24:55.296317,2025-10-01T18:45:55.296317,Control-Materia-Prima,Acondicionamiento,21,974,8.37,0,,5,
L-1079,2025-10-01T19:41:55.296317,2025-10-01T20:28:55.296317,Preparacion-Alimentacion-Molinos,Molienda,47,952,11.4,0,,3,
L-1079,2025-10-01T20:51:55.296317,2025-10-01T22:54:55.296317,Molienda,Molienda,123,885,10.71,0,,3,
L-1079,2025-10-01T23:47:55.296317,2025-10-02T00:09:55.296317,Control-Calidad-Molienda,Molienda,22,884,8.69,0,,3,
L-1079,2025-10-02T01:01:55.296317,2025-10-02T01:21:55.296317,Preparacion-Dosificacion,Envasado,20,843,10.02,0,,3,
L-1079,2025-10-02T02:10:55.296317,2025-10-02T02:40:55.296317,Sellado-Etiquetado,Envasado,30,750,8.0,0,,1,
L-1080,2025-10-05T01:31:55.296317,2025-10-05T02:06:55.296317,Limpieza,Acondicionamiento,35,1040,16.82,0,,3,Humedad alta
L-1080,2025-10-05T02:51:55.296317,2025-10-05T03:10:55.296317,Control-Materia-Prima,Acondicionamiento,19,902,12.1,0,,3,
L-1080,2025-10-05T03:33:55.296317,2025-10-05T04:11:55.296317,Preparacion-Alimentacion-Molinos,Molienda,38,769,14.26,0,,6,
L-1080,2025-10-05T04:23:55.296317,2025-10-05T06:12:55.296317,Molienda,Molienda,109,946,10.76,0,,4,
L-1080,2025-10-05T06:46:55.296317,2025-10-05T07:10:55.296317,Control-Calidad-Molienda,Molienda,24,890,10.6,0,,2,
L-1080,2025-10-05T08:04:55.296317,2025-10-05T08:27:55.296317,Preparacion-Dosificacion,Envasado,23,844,10.47,0,,3,
L-1080,2025-10-05T09:05:55.296317,2025-10-05T09:35:55.296317,Sellado-Etiquetado,Envasado,30,877,13.57,0,,4,
L-1081,2025-10-18T01:35:55.296317,2025-10-18T02:02:55.296317,Limpieza,Acondicionamiento,27,1037,14.74,0,,6,
L-1081,2025-10-18T02:40:55.296317,2025-10-18T02:57:55.296317,Control-Materia-Prima,Acondicionamiento,17,911,12.5,0,,2,
L-1081,2025-10-18T03:44:55.296317,2025-10-18T05:24:55.296317,Preparacion-Alimentacion-Molinos,Molienda,100,990,8.49,0,falla_electrica,2,
L-1081,2025-10-18T05:53:55.296317,2025-10-18T07:27:55.296317,Molienda,Molienda,94,895,16.01,0,,4,Humedad alta
L-1081,2025-10-18T08:04:55.296317,2025-10-18T08:30:55.296317,Control-Calidad-Molienda,Molienda,26,835,17.14,0,,2,Humedad alta
L-1081,2025-10-18T08:45:55.296317,2025-10-18T09:06:55.296317,Preparacion-Dosificacion,Envasado,21,984,11.24,0,,2,
L-1081,2025-10-18T09:53:55.296317,2025-10-18T10:26:55.296317,Sellado-Etiquetado,Envasado,33,839,10.12,0,,4,
L-1082,2025-09-26T21:46:55.296317,2025-09-26T22:09:55.296317,Limpieza,Acondicionamiento,23,999,10.56,0,,2,
L-1082,2025-09-26T22:18:55.296317,2025-09-26T22:42:55.296317,Control-Materia-Prima,Acondicionamiento,24,1041,8.95,0,,5,
L-1082,2025-09-26T23:15:55.296317,2025-09-26T23:57:55.296317,Preparacion-Alimentacion-Molinos,Molienda,42,901,10.06,99,,6,Defectos detectados
L-1082,2025-09-27T00:06:55.296317,2025-09-27T02:06:55.296317,Molienda,Molienda,120,816,11.71,0,,4,
L-1082,2025-09-27T02:49:55.296317,2025-09-27T03:12:55.296317,Control-Calidad-Molienda,Molienda,23,991,14.2,0,,2,
L-1082,2025-09-27T03:47:55.296317,2025-09-27T04:07:55.296317,Preparacion-Dosificacion,Envasado,20,916,11.91,0,,2,
L-1082,2025-09-27T04:31:55.296317,2025-09-27T04:58:55.296317,Sellado-Etiquetado,Envasado,27,810,8.0,0,,3,
L-1083,2025-10-18T19:35:55.296317,2025-10-18T20:06:55.296317,Limpieza,Acondicionamiento,31,972,15.15,0,,2,Humedad alta
L-1083,2025-10-18T20:30:55.296317,2025-10-18T20:50:55.296317,Control-Materia-Prima,Acondicionamiento,20,1028,15.98,0,,6,Humedad alta
L-1083,2025-10-18T21:04:55.296317,2025-10-18T21:51:55.296317,Preparacion-Alimentacion-Molinos,Molienda,47,989,12.83,0,,2,
L-1083,2025-10-18T22:50:55.296317,2025-10-19T00:41:55.296317,Molienda,Molienda,111,901,8.0,0,,2,
L-1083,2025-10-19T01:04:55.296317,2025-10-19T01:27:55.296317,Control-Calidad-Molienda,Molienda,23,857,13.07,0,,3,
L-1083,2025-10-19T01:38:55.296317,2025-10-19T02:00:55.296317,Preparacion-Dosificacion,Envasado,22,874,12.93,0,,3,
L-1083,2025-10-19T02:44:55.296317,2025-10-19T03:15:55.296317,Sellado-Etiquetado,Envasado,31,791,13.86,0,,2,
L-1084,2025-10-07T21:06:55.296317,2025-10-07T21:39:55.296317,Limpieza,Acondicionamiento,33,1001,13.77,0,,4,
L-1084,2025-10-07T21:52:55.296317,2025-10-07T22:11:55.296317,Control-Materia-Prima,Acondicionamiento,19,943,9.31,0,,2,
L-1084,2025-10-07T22:27:55.296317,2025-10-07T23:12:55.296317,Preparacion-Alimentacion-Molinos,Molienda,45,933,11.18,0,,6,
L-1084,2025-10-07T23:29:55.296317,2025-10-08T03:14:55.296317,Molienda,Molienda,225,1030,12.88,93,calibracion,6,Defectos detectados
L-1084,2025-10-08T03:32:55.296317,2025-10-08T03:57:55.296317,Control-Calidad-Molienda,Molienda,25,966,10.24,0,,5,
L-1084,2025-10-08T04:43:55.296317,2025-10-08T05:03:55.296317,Preparacion-Dosificacion,Envasado,20,821,12.72,0,,4,
L-1084,2025-10-08T05:40:55.296317,2025-10-08T06:22:55.296317,Sellado-Etiquetado,Envasado,42,808,11.84,0,,2,
L-1085,2025-10-17T00:34:55.296317,2025-10-17T01:05:55.296317,Limpieza,Acondicionamiento,31,1031,9.05,0,,5,
L-1085,2025-10-17T01:32:55.296317,2025-10-17T01:50:55.296317,Control-Materia-Prima,Acondicionamiento,18,1114,13.06,0,,3,
L-1085,2025-10-17T01:57:55.296317,2025-10-17T02:38:55.296317,Preparacion-Alimentacion-Molinos,Molienda,41,879,12.64,0,,2,
L-1085,2025-10-17T03:24:55.296317,2025-10-17T05:10:55.296317,Molienda,Molienda,106,855,15.48,0,,4,Humedad alta
L-1085,2025-10-17T05:52:55.296317,2025-10-17T06:15:55.296317,Control-Calidad-Molienda,Molienda,23,889,10.64,0,,6,
L-1085,2025-10-17T06:36:55.296317,2025-10-17T06:54:55.296317,Preparacion-Dosificacion,Envasado,18,784,15.82,0,,3,Humedad alta
L-1085,2025-10-17T07:30:55.296317,2025-10-17T08:07:55.296317,Sellado-Etiquetado,Envasado,37,747,17.16,0,,3,Humedad alta
L-1086,2025-09-30T11:06:55.296317,2025-09-30T11:36:55.296317,Limpieza,Acondicionamiento,30,1025,14.19,0,,3,
L-1086,2025-09-30T12:07:55.296317,2025-09-30T12:28:55.296317,Control-Materia-Prima,Acondicionamiento,21,896,9.17,0,,5,
L-1086,2025-09-30T12:34:55.296317,2025-09-30T13:19:55.296317,Preparacion-Alimentacion-Molinos,Molienda,45,951,13.31,0,,6,
L-1086,2025-09-30T13:26:55.296317,2025-09-30T15:32:55.296317,Molienda,Molienda,126,877,14.84,0,,6,
L-1086,2025-09-30T16:17:55.296317,2025-09-30T16:47:55.296317,Control-Calidad-Molienda,Molienda,30,999,12.47,0,,2,
